,AGE,INCOME,TRAVTIME,BLUEBOOK,CAR_AGE,YOJ,TGT_CLAIM_FLAG
0,4.0943445622221,11.117643333918332,2.6390573296152584,9.563107691083898,2.8903717578961645,2.3978952727983707,0
1,3.7612001156935624,11.4235367188221,3.091042453358316,9.611797458686809,0.0,2.3978952727983707,0
2,3.871201010907891,10.875799385088063,3.258096538021482,9.997433165378656,2.302585092994046,2.3978952727983707,0
3,3.5553480614894135,9.682778535337379,1.6094379124341003,8.296546520300614,2.302585092994046,2.302585092994046,0
4,3.5263605246161616,11.738474121698282,3.828641396489095,9.765948138514066,1.9459101490553132,2.4849066497880004,1
5,3.6888794541139363,10.835946865571866,3.044522437723423,9.848503244203368,0.0,2.3978952727983707,1
6,3.784189633918261,10.680194326195004,3.4011973816621555,8.68270762989381,2.302585092994046,2.4849066497880004,0
7,3.5263605246161616,11.050540738037729,3.5263605246161616,9.323669057283185,0.0,2.302585092994046,1
8,3.912023005428146,11.580135414662958,3.871201010907891,9.826066405567543,2.833213344056216,1.9459101490553132,0
9,3.970291913552122,11.25285855955142,2.70805020110221,9.814656338829513,2.3978952727983707,2.6390573296152584,1
10,3.7612001156935624,10.87126955919842,3.58351893845611,10.017708696626151,0.0,1.6094379124341003,0
11,4.007333185232471,10.988034722879403,3.2188758248682006,9.775654181026242,2.1972245773362196,2.3978952727983707,0
12,3.8066624897703196,10.965997210226247,3.871201010907891,8.699514748210191,1.6094379124341003,2.3468869192875164,1
13,3.6635616461296463,10.856765736460563,3.7612001156935624,9.267665438595452,2.5649493574615367,2.4849066497880004,0
14,4.07753744390572,11.378936824966912,3.8066624897703196,9.64342064711732,0.0,2.4849066497880004,1
15,3.7376696182833684,11.001182754141754,3.7376696182833684,9.560292770154089,2.772588722239781,2.3978952727983707,0
16,3.5263605246161616,10.434674471043987,3.295836866004329,9.02401079378469,2.995732273553991,2.5649493574615367,0
17,3.4339872044851463,9.847075918610166,3.871201010907891,9.760194382709651,1.9459101490553132,2.4849066497880004,0
18,3.332204510175204,10.693693383434516,3.367295829986474,9.072227069846548,0.0,2.5649493574615367,1
19,3.871201010907891,11.474953571716675,3.58351893845611,9.31739944426959,2.6390573296152584,2.6390573296152584,0
20,3.8501476017100584,10.742486788680049,3.367295829986474,9.88837391472608,1.6094379124341003,2.3978952727983707,0
21,3.784189633918261,10.965997210226247,2.0794415416798357,8.68270762989381,2.3978952727983707,2.3468869192875164,0
22,4.0943445622221,10.543761243489005,2.772588722239781,9.331672657143708,0.0,2.4849066497880004,1
23,3.4965075614664802,11.284844745876201,3.295836866004329,9.730918287184851,2.70805020110221,2.5649493574615367,0
24,3.4657359027997265,10.350574335335113,3.258096538021482,9.21333588095598,0.0,2.1972245773362196,1
25,3.784189633918261,10.725203833890781,2.772588722239781,10.002880296414164,2.4849066497880004,2.833213344056216,0
26,3.5553480614894135,11.187098367272093,3.258096538021482,9.410829232725586,2.4849066497880004,2.0794415416798357,0
27,3.8918202981106265,10.804542811767506,3.4011973816621555,9.672815734801127,0.0,1.6094379124341003,0
28,3.58351893845611,11.779434972189208,1.6094379124341003,10.210972252284089,2.1972245773362196,2.4849066497880004,0
29,3.9512437185814275,10.84501708927391,3.6109179126442243,7.313220387090301,2.302585092994046,2.0794415416798357,0
30,3.6635616461296463,10.465414952351203,3.6375861597263857,9.719564714375199,2.5649493574615367,2.302585092994046,0
31,4.02535169073515,10.965997210226247,4.174387269895637,9.489486113405677,2.4849066497880004,2.3468869192875164,0
32,3.8918202981106265,11.653069942864997,2.8903717578961645,9.792555991828847,2.6390573296152584,2.4849066497880004,0
33,3.6375861597263857,10.538846709328679,3.8501476017100584,9.399306471488806,2.1972245773362196,2.3978952727983707,0
34,3.912023005428146,12.02855353849197,3.091042453358316,10.438517864998936,0.0,2.0794415416798357,0
35,4.143134726391533,11.70682968300725,2.302585092994046,9.697078200213083,2.3978952727983707,2.70805020110221,0
36,3.9512437185814275,10.965997210226247,3.871201010907891,9.135616825780247,1.791759469228055,2.3468869192875164,0
37,3.5553480614894135,9.582455500402792,3.091042453358316,8.771835409789817,1.9459101490553132,1.9459101490553132,0
38,3.7612001156935624,11.229739934570338,3.6888794541139363,10.046721720622037,2.0794415416798357,2.5649493574615367,0
39,3.713572066704308,10.39739079710617,3.784189633918261,9.909469624213676,0.0,2.302585092994046,0
40,3.6888794541139363,10.959087950610947,1.6094379124341003,10.284318379685931,1.6094379124341003,2.3978952727983707,0
41,3.4339872044851463,10.185654444299798,4.127134385045092,8.433811582477187,1.6094379124341003,2.4849066497880004,0
42,3.6635616461296463,10.435467830374515,3.4965075614664802,8.303999970955196,1.6094379124341003,1.9459101490553132,0
43,3.4965075614664802,10.38480197292773,3.6888794541139363,9.414912537704957,0.0,2.6390573296152584,0
44,3.6888794541139363,9.740321354781914,2.995732273553991,9.411647228681218,1.791759469228055,2.3978952727983707,1
45,3.713572066704308,9.784422445377189,3.367295829986474,9.580523665939708,0.0,1.9459101490553132,0
46,3.58351893845611,10.933963745437268,2.70805020110221,9.277999020449997,2.772588722239781,2.4849066497880004,0
47,3.784189633918261,9.702105493003431,3.6109179126442243,9.261033486291701,0.0,2.70805020110221,1
48,4.02535169073515,10.709070162425862,3.4011973816621555,9.988288154228593,1.791759469228055,2.772588722239781,0
49,3.8066624897703196,11.065888080951105,3.912023005428146,10.384060133131097,2.5649493574615367,2.6390573296152584,1
50,3.5263605246161616,10.021714933900778,3.258096538021482,9.594922269167922,0.0,2.4849066497880004,1
51,3.4965075614664802,9.943765399034698,3.828641396489095,8.836373930927389,0.0,2.4849066497880004,1
52,3.4657359027997265,10.914506476710912,2.995732273553991,9.214332393245721,2.0794415416798357,2.6390573296152584,0
53,3.5263605246161616,9.560574619084928,2.5649493574615367,7.979338895262328,2.302585092994046,2.0794415416798357,1
54,3.6375861597263857,7.67275789664251,3.5553480614894135,10.029679577773887,0.0,2.4849066497880004,0
55,3.7612001156935624,11.828487747149076,3.367295829986474,9.878682433617158,2.70805020110221,2.3978952727983707,1
56,3.828641396489095,11.28399017386421,2.5649493574615367,9.550377674761892,2.3978952727983707,2.302585092994046,0
57,3.8066624897703196,12.132619843321129,3.332204510175204,9.235032984566555,2.995732273553991,2.3978952727983707,0
58,4.143134726391533,11.217560622139024,2.3978952727983707,10.225571051705241,2.8903717578961645,2.1972245773362196,0
59,3.784189633918261,11.221529839139794,2.1972245773362196,10.070695471520034,0.0,2.1972245773362196,0
60,3.8066624897703196,11.536573629875935,3.2188758248682006,7.313220387090301,2.3978952727983707,2.3978952727983707,1
61,4.127134385045092,10.612901705559945,4.04305126783455,9.12369256525051,1.9459101490553132,2.70805020110221,1
62,3.871201010907891,10.36637215151178,2.6390573296152584,9.17367638760459,0.0,2.4849066497880004,1
63,3.6635616461296463,10.426053982505138,3.295836866004329,9.291920358968605,2.4849066497880004,2.3978952727983707,0
64,3.8918202981106265,10.965997210226247,3.7376696182833684,8.764053269347762,2.6390573296152584,2.3468869192875164,0
65,3.784189633918261,11.844600499107637,3.5553480614894135,10.001067880874992,0.0,2.70805020110221,0
66,3.912023005428146,12.003319783863699,3.7376696182833684,10.035830739523842,2.6390573296152584,2.5649493574615367,0
67,3.4011973816621555,9.767381419539136,3.912023005428146,9.423837546238587,1.791759469228055,2.302585092994046,0
68,3.6375861597263857,10.965997210226247,3.713572066704308,9.768240403128102,1.791759469228055,2.3468869192875164,0
69,3.970291913552122,10.546288358659336,3.4657359027997265,9.483416292038601,0.0,1.791759469228055,1
70,3.970291913552122,10.626169263198392,3.044522437723423,9.639522006701663,2.0794415416798357,2.5649493574615367,0
71,3.367295829986474,10.546446091512786,2.70805020110221,9.626415659196363,0.0,2.302585092994046,0
72,4.007333185232471,10.731755487016526,1.6094379124341003,9.871996885444757,2.5649493574615367,1.9459101490553132,0
73,3.6635616461296463,10.965997210226247,3.58351893845611,9.07680897935166,2.0794415416798357,2.3468869192875164,0
74,3.784189633918261,11.867714631948749,3.332204510175204,9.989206427938665,2.1972245773362196,2.5649493574615367,0
75,3.5263605246161616,10.85059842675017,3.58351893845611,9.804219550877459,2.70805020110221,2.3978952727983707,0
76,3.5263605246161616,10.965997210226247,3.2188758248682006,9.370757093382087,0.0,2.3468869192875164,1
77,3.58351893845611,11.565366100909664,3.1780538303479458,9.532423871145296,2.833213344056216,2.3978952727983707,0
78,3.713572066704308,11.10141713331478,4.07753744390572,9.411647228681218,2.1972245773362196,2.302585092994046,1
79,3.8066624897703196,10.385728499446342,3.4965075614664802,9.5302475917227,0.0,2.4849066497880004,0
80,3.7376696182833684,11.24145789082583,2.8903717578961645,10.060063859578225,2.6390573296152584,2.1972245773362196,0
81,3.6375861597263857,8.926384681265215,3.258096538021482,8.997147151515142,2.0794415416798357,2.772588722239781,0
